proper,ra,dec,mag,con
,19.399027,43.388171,5.85,Lyr
,22.616346,-40.591034,5.85,Gru
,23.011917,3.011805,5.85,Psc
,23.224029,11.065001,5.85,Peg
,23.874998,-14.251217,5.85,Aqr
,0.285845,47.947405,5.86,Cas
,0.802487,72.674482,5.86,Cas
,1.803038,16.955551,5.86,Ari
,2.21694,-21.000137,5.86,Cet
,2.861594,46.841939,5.86,Per
,3.641459,-7.391863,5.86,Eri
,4.357511,-0.09817,5.86,Eri
,4.722665,49.973789,5.86,Per
,5.045943,-4.210121,5.86,Eri
,5.451478,-40.94351,5.86,Col
,5.526666,-45.925317,5.86,Pic
,6.241273,17.906353,5.86,Ori
,6.51309,58.162633,5.86,Lyn
,7.04258,16.674447,5.86,Gem
,7.301181,-43.986786,5.86,Pup
,7.490455,-7.551168,5.86,Mon
,7.925398,8.86284,5.86,CMi
,8.239965,-45.834522,5.86,Vel
,8.833953,-29.462997,5.86,Pyx
,9.291005,-74.734591,5.86,Car
,9.506246,-15.577352,5.86,Hya
,9.52584,-35.71475,5.86,Ant
,9.973019,72.879509,5.86,UMa
,10.186884,37.4019,5.86,LMi
